Site ID,Site Name,Longitude,Latitude
KTL001,PULP JAMBI,103.076,-1.01261
KTL002,KUALA TUNGKAL,103.466,-0.81296
KTL003,KUALA TUNGKAL 2,103.45,-0.836028
KTL006,PELABUHAN DAGANG,103.043,-1.10836
KTL007,BETARA,103.402,-1.10703
KTL008,BUKIT TAMBI,103.222,-1.30031
KTL009,TUNGKAL ULU,103.082,-1.14567
KTL012,MERLUNG,103.051,-1.26383
KTL014,PURWODADI,103.162,-1.12161
KTL015,PEMATANG LUMUT,103.378,-1.01289
KTL016,TELUK NILAU,103.213,-0.85125
KTL017,RANTAU BADAK,103.099,-1.27144
KTL020,KUALA TUNGKAL 3,103.373,-0.910444
KTL021,SUNGAI TAPAH,103.209,-1.17925
KTL023,KUALA TUNGKAL 4,103.462,-0.817917
KTL024,KAMPUNG BARU BACKBONE,103.015,-1.09889
KTL025,PELABUHAN DAGANG 2,102.941,-1.06092
KTL031,WKS CAMP IV,102.976,-1.38211
KTL033,TELUK SIALANG,103.444,-0.878556
KTL036,TUNGKAL ILIR,103.471,-0.82176
KTL037,SUBAN TULU,102.822,-0.988472
KTL038,BADANG,103.066,-1.20589
KTL039,DUSUN MUDO,103.16,-1.26783
KTL041,SIMPANG RAMBUTAN,102.873,-1.03061
KTL047,PEMBENGIS,103.411,-0.861361
KTL048,PT AGRO WIYANA,103.083,-1.01533
KTL050,TUNGKAL DUA,103.461,-0.82257
KTL051,TUNGKAL TIGA,103.471,-0.840556
KTL055,RENAH MENDALUH,102.844,-1.27631
KTL057,PARIT PUDIN,103.307,-0.880583
KTL058,SENYERANG,103.153,-0.827917
KTL059,INTI INDOSAWIT,102.949,-1.31759
KTL061,TANJUNG BOJO,102.968,-1.07106
KTL063,PARIT PUDIN PASAR,103.312,-0.82479
KTL064,BATANG ASAM,102.987,-1.08185
KTL065,LONTAR PAPYRUS OFFICE,103.075,-1.0038
KTL066,TALANG HARAPAN,103.089,-1.03782
KTL067,PASAR KUALA TUNGKAL,103.455,-0.81825
KTL069,MEKAR BETARA,103.376,-0.96326
KTL070,PINANG GADING,103.07,-1.324
KTL071,SP9 PAPALIK,103.168,-1.32233
KTL072,TERJUN GAJAH,103.411,-1.15841
KTL073,SUBAN TANJABBAR,102.905,-1.05852
KTL074,MUARA PAPALIK,103.129,-1.32102
KTL075,CINTA DAMAI,102.916,-1.33574
KTL076,KEBUN SUKADAMAI,103.141,-1.02548
KTL077,ADIPURWA,103.027,-1.36259
KTL078,AGUS NGENOT TUNGKAL,103.465,-0.830161
KTL083,SMKN1 KUALA TUNGKAL,103.477,-0.82982
KTL084,DATARAN KEMPAS,103.18,-1.11356
KTL085,PULAU PAUH,102.947,-1.2708
KTL086,KUALA TUNGKAL 5,103.467,-0.81774
KTL088,MANUNGGAL TUNGKAL DUO,103.472,-0.817454
KTL089,TUNGKAL EMPAT KOTA,103.455,-0.82923
KTL090,DESA PENYABUNGAN,103,-1.2637
KTL093,C_KTL093MB1_DMT_LubukLawas,102.966,-1.11647
KTL094,DESA SRI AGUNG,102.926,-1.04078
KTL095,DESA BRASAU,103.089,-1.06673
KTL096,DESA SUNGAI TAWAR,103.625,-0.997324
KTL097,Senyerang 2,103.1,-0.80712
KTL098,DESA KELAGIAN,103.057,-0.96033
KTL099,DESA SUNGAI RAMBAI,103.058,-0.85179
KTL100,DESA GEMURUH,103.064,-1.12147
KTL101,Desa Muntialo,103.382,-1.05665
KTL102,C_KTL102MB1_DMT_PT.TrimitraLestari-Purwodadi,103.164,-1.06982
KTL103,DESA PARIT 4 SUNGAI SAREN,103.403,-0.90101
KTL107,BetaraKanan,103.478,-0.87405
KTL112,C_KTL112MG1_PRO_IntanJayaSP7,103.094,-1.3435
LHT002,LAHAT 2,103.535,-3.77294
LHT003,TEBING TINGGI,103.101,-3.61367
LHT004,KIKIM LAHAT,103.38,-3.70169
LHT005,STO LAHAT,103.534,-3.79583
LHT006,MERAPI KIKIM,103.666,-3.74414
LHT007,LAHAT 3,103.556,-3.77819
LHT008,JARAI,103.198,-3.95553
LHT010,MUARA PINANG,103.037,-3.84467
LHT012,GEDUNG AGUNG,103.703,-3.64772
LHT013,KOTA AGUNG LAHAT,103.437,-4.07081
LHT014,PULAU PINANG,103.508,-3.91864
LHT015,JAJARAN BARU,103.198,-3.61436
LHT016,SAWAH,103.06,-3.50644
LHT017,PENDOPO LINTANG,102.965,-3.78828
LHT018,TANJUNG SAKTI,103.073,-4.1395
LHT019,REP KARANG ARE,102.922,-3.71886
LHT020,TEBING TINGGI 2,103.078,-3.581
LHT021,STO LAHAT RELOK,103.53,-3.7965
LHT022,PADANG TEPUNG,102.792,-3.75714
LHT024,TALANG PADANG,102.928,-3.69219
LHT025,MULAK ULU,103.491,-4.04197
LHT026,FAJAR BULAN,103.256,-3.96314
LHT027,MUARA GELUMPAI,103.139,-3.90403
LHT028,KIKIM SELATAN,103.277,-3.75906
LHT029,KIKIM TENGAH,103.258,-3.68478
LHT031,BATU PANCEH,103.037,-3.64972
LHT032,NANJUNGAN,102.757,-3.84675
LHT034,REP. TANJUNG SAKTI,103.085,-4.12442
LHT036,PAGAR AGUNG,103.528,-3.78739
LHT038,MUARA SALING,103.054,-3.44289
LHT040,SUKA MARGA,103.625,-3.77889
LHT041,KARANG INDAH KIKIM,103.322,-3.69961
LHT043,LAWANG AGUNG,103.578,-4.03725
LHT044,TANJUNG SAKTI PUMU,103.038,-4.13306
LHT045,PAGAR GUNUNG LAHAT,103.566,-3.95014
LHT046,SELEMAN ILIR,103.102,-3.87925
LHT050,DAPO BARU,102.867,-3.78472
LHT051,GUMAI TALANG,103.461,-3.76486
LHT052,DESA CECAR,103.349,-3.63408
LHT053,MERAPI BARAT,103.691,-3.68844
LHT054,ULAK PANDAN,103.646,-3.78022
LHT056,LINTANG KANAN,103.023,-3.87844
LHT057,RANTAU DODOR,102.918,-3.78056
LHT062,LANDUR,103.012,-3.805
LHT063,SIMPANG PERIGI,102.738,-3.75542
LHT064,PASEMAH AIR KERUH,102.791,-3.87575
LHT065,ULAK LEBAR,103.576,-3.78061
LHT067,PSEKSU,103.346,-3.75975
LHT068,BENTENG TANJUNG SAKTI,103.065,-4.14845
LHT069,SUKA MAKMUR,103.467,-3.67111
LHT070,TANJUNG SAKTI 2,103.071,-4.16659
LHT071,JATI LAHAT,103.523,-3.82367
LHT072,SUKARAMI KIKIM,103.271,-3.53317
LHT074,AIR KELINSAR,102.698,-3.805
LHT075,KEBAN LAHAT,103.574,-3.73419
LHT076,KARANG LAUT,103.557,-3.78902
LHT078,GUNUNG AJI,103.305,-3.72034
LHT079,MULAK ULU II,103.545,-4.03674
LHT080,MUARA TEMIANG,103.597,-3.78188
LHT081,CEMARA LAHAT,103.539,-3.7839
LHT083,ULU MUSI,102.894,-3.78314
LHT084,SP5 PALEMBAJA,103.438,-3.55929
LHT085,TALANG JAWA LAHAT,103.501,-3.76301
LHT086,TANJUNG SIRIH,103.524,-3.87853
LHT087,TALANG GARDU,103.478,-3.95854
LHT088,PERANGAI,103.666,-3.86563
LHT089,SP 2 PALEMBAJA,103.46,-3.6043
LHT090,GUNUNG KEMBANG,103.682,-3.71498
LHT091,TEBING TINGGI 2 RELOC,103.08,-3.59261
LHT092,UMO JATI,102.981,-3.83068
LHT093,TABA SALING,103.052,-3.46841
LHT094,TANJUNG RAMAN PENDOPO,102.939,-3.79483
LHT095,KARANG CAYA PENDOPO,102.938,-3.76564
LHT096,KOTA GADING,103.1,-3.54474
LHT097,PASAR MUARA PINANG,103.036,-3.83653
LHT098,AROMANTAI,103.189,-3.93779
LHT099,ANGGREK LAHAT,103.533,-3.7849
LHT100,PERUM PJKA,103.526,-3.7904
LHT101,PAGAR AGUNG 2,103.525,-3.78183
LHT102,BANDAR JAYA LAHAT,103.557,-3.7713
LHT104,BANDAR AGUNG LAHAT,103.553,-3.78371
LHT105,SUKANEGARA LAHAT,103.524,-3.80108
LHT110,MUARA SIBAN,103.518,-3.8053
LHT111,SARI BUNGA MAS,103.505,-3.73166
LHT112,MERAPI TIMUR,103.681,-3.60842
LHT113,HananSobar,103.624,-4.0496
LHT118,MARTADINATA LAHAT,103.548,-3.78777
LHT120,TANJUNG KUPANG,103.087,-3.59708
LHT121,TANJUNG KUPANG BARAT,103.092,-3.60551
LHT122,TVRI MUARA ENIM,103.759,-3.66834
LHT123,MUARA LAWAI,103.743,-3.65458
LHT124,MANGGUL LAHAT,103.566,-3.7749
LHT125,NANJUNG PENDOPO,102.952,-3.80984
LHT126,SIMPANG III LEMBAYUNG,103.566,-3.7846
LHT127,TANJUNG AUR KIKIM,103.283,-3.70103
LHT128,WANARAYA KIKIM,103.209,-3.57671
LHT131,SMA 2 TEBING TINGGI,103.076,-3.56756
LHT132,TERUSAN LAHAT,103.552,-3.77454
LHT133,NANJUNGAN KIKIM,103.196,-3.73493
LHT134,TANJUNG BERINGIN LAHAT,103.25,-3.74856
LHT135,PERINTIS PAGAR ALAM,103.225,-4.02155
LHT136,MUARA MAUNG MERAPI,103.661,-3.75686
LHT137,TALANG BANTEN,103.536,-3.7874
LHT138,HOTEL GRAND ZURI LAHAT,103.57,-3.77664
LHT139,JARAI 2,103.187,-3.97167
LHT142,BANDAR AJI,102.845,-3.78113
LHT143,MUARA CAWANG,103.392,-3.77777
LHT144,TALANG SAWAH LAHAT,103.569,-3.83739
LHT146,MUARA SALING 2,103.042,-3.43022
LHT147,ARAHANLAHAT,103.7,-3.67077
LHT149,GIRIMULYA,103.553,-3.69973
LHT150,PASAR LEMATANG 2,103.537,-3.7918
LHT151,TANJUNG PAYANG LAHAT,103.539,-3.80508
LHT152,SUNGAI LEMATANG 2,103.536,-3.81375
LHT155,DESA KEBAN AGUNG,103.184,-3.74651
LHT156,PAJAR BULAN 2,103.237,-3.95287
LHT158,DesaSadan,103.167,-3.9123
LHT163,PASAR BAWAH LAHAT,103.54,-3.79254
LHT164,TanjungMenangLahat,103.641,-3.84451
LHT167,Purnama Sari,103.153,-3.56912
LIW001,LIWA,104.078,-5.03667
LIW002,KRUI,103.935,-5.19094
LIW003,FAJAR BULAN LIWA,104.399,-5.04444
LIW004,SUMBER JAYA,104.487,-5.00917
LIW005,SEKINCAU,104.309,-5.05314
LIW006,PESISIR SELATAN,104.038,-5.35965
LIW007,BIHA REPEATER,104.014,-5.31872
LIW008,BELALAU,104.19,-4.99311
LIW009,KARYA PENGGAWA,103.941,-5.15481
LIW010,REPEATER SUMBER JAYA,104.494,-4.98614
LIW011,NGAMBUR PESISIR SELATAN,104.115,-5.43617
LIW012,LEMONG,103.664,-4.94231
LIW013,PESISIR UTARA,103.756,-5.03039
LIW014,SUKAU,104.051,-4.9675
LIW015,SUOH,104.285,-5.27567
LIW016,BATU BRAK,104.161,-5.01444
LIW017,BUAY NYERUPA,104.02,-4.91595
LIW018,WAY TEBU,104.53,-5.05028
LIW020,MARANG TUA,104.06,-5.38089
LIW021,BALAI KENCANA,103.956,-5.23775
LIW023,GUNUNG HARUN,104.265,-5.07837
LIW024,SIGING,104.222,-5.51658
LIW025,WAY HENI,104.386,-5.62203
LIW031,LOMBOK DANAU RANAU,103.921,-4.95078
LIW033,PESISIR TENGAH,103.853,-5.08528
LIW034,PAGAR BUKIT,104.291,-5.54117
LIW035,GUNUNG RATU,104.283,-5.22384
LIW036,TUGURATU SUOH,104.312,-5.30671
LIW037,PASAR ULU,103.938,-5.17987
LIW038,SEKUTING,104.121,-5.01503
LIW039,PADANG CAHYA,104.038,-5.00504
LIW040,TULANG TINGGI,103.739,-4.9747
LIW041,LEMONG 2,103.674,-4.90122
LIW042,NEGERI RATU LAAY,103.929,-5.1397
LIW043,WAY TENONG,104.418,-5.09332
LIW044,GEDUNG SURIAN,104.468,-5.09282
LIW045,BATU KEBAYAN,104.271,-5.02315
LIW046,CIPTA WARAS,104.468,-5.12409
LIW047,SUKAPURA LIWA,104.453,-5.02473
LIW048,LOMBOK II,103.977,-4.93076
LIW049,SIMENANTI TENONG,104.382,-5.08326
LIW050,PEKON SUKARAMI,104.059,-5.02259
LIW051,PURWAMEKAR,104.502,-5.09786
LIW052,SIMPANG LUAS,104.212,-4.99211
LIW054,KOTA BESI,104.182,-5.02856
LIW055,WAY NARTA,103.794,-5.04405
LIW056,SEMARANG JAYA,104.411,-5.06956
LIW057,WALUR KRUI,103.907,-5.22722
LIW058,GEDUNG CAHYA KUNINGAN,104.189,-5.48744
LIW059,PAMPANGAN LAMPUNG,104.297,-5.00061
LIW060,BANDAR NEGERI SUOH,104.308,-5.2448
LIW061,TENUMBANG,103.987,-5.25425
LIW062,ULAK MUKTI,104.125,-5.39597
LIW063,KOTA JAWA,104.34,-5.60127
LIW064,LUAS,104.213,-4.96584
LIW065,SULUNG,103.98,-4.95639
LIW066,PADANG TAMBAK,104.347,-5.05443
LIW067,SUKAMAJU BENGKUNAT,104.264,-5.51864
LIW068,DESA NEGERI RATU NGARAS,104.224,-5.48696
LIW069,DESA BERINGIN JAYA,104.285,-5.15847
LIW080,PASAR KRUI,103.936,-5.18484
LIW081,SUKA NEGARA,104.14,-5.462
LIW083,WAY PETAI,104.44,-4.98685
LIW084,STO KRUI,103.931,-5.19729
LIW085,TANJUNG JATI KRUI,104.01,-5.29365
LIW090,REPEATER SRENGIT,104.298,-4.91172
LIW092,SUKAMULYA TANJUNG RAJA,104.695,-5.0165
LIW095,PENENGAHAN LEMONG,103.75,-5.00933
LIW097,LIWA 2,104.086,-5.03966
LIW098,GERAI HALO LIWA,104.072,-5.02774
LIW101,REP SUKAMULYA TANJUNG RAJA,104.671,-4.9743
LIW102,PT. NATARANG MINING,104.389,-5.20402
LIW103,SUKANEGARA,103.94,-5.169
LIW104,SINDANG JAYA,104.422,-5.02551
LIW105,RAWAS,103.941,-5.20372
LIW106,DESA WASPADA,104.079,-5.05172
LIW107,LIWA 3,104.099,-5.0368
LLG001,STO LBK LINGGAU,102.862,-3.29581
LLG002,LUBUK LINGGAU 2,102.887,-3.28636
LLG003,LUBUK LINGGAU 4,102.942,-3.26664
LLG004,LUBUK LINGGAU 3,102.826,-3.32467
LLG005,MUARA LAKITAN,103.314,-2.85597
LLG006,MUARA BELITI,103.033,-3.24392
LLG007,MUARA KELINGI,103.228,-3.07689
LLG008,MEGANG SAKTI,103.023,-3.033
LLG009,TUGUMULYO LINGGAU,102.946,-3.19858
LLG010,GERAI HALO LUBUK LINGGAU,102.875,-3.28878
LLG011,MUARA RUPIT,102.912,-2.714
LLG012,KARANG JAYA,102.789,-2.87
LLG013,LONSUM MUSI RAWAS,103.108,-2.72911
LLG014,PETANANG,102.837,-3.20608
LLG015,SURULANGUN,102.762,-2.61428
LLG017,LUBUK BESAR,103.059,-3.38628
LLG018,TERAWAS,102.827,-3.06722
LLG020,MEDCO BULANG TENGAH SUKU ULU,103.368,-3.34175
LLG021,BINGIN TELUK,103.111,-2.60361
LLG022,MEDCO SOKA,103.346,-3.50306
LLG023,HOTEL ABADI LINGGAU INDOOR,102.894,-3.27849
LLG024,PUWODADI MUSI RAWAS,102.974,-3.11353
LLG025,JAYALOKA,103.167,-3.36753
LLG026,SELANGIT,102.746,-3.16517
LLG027,TELADAS,102.673,-2.65864
LLG028,NIBUNG,102.952,-2.49764
LLG029,DESA PAUH,103.284,-2.65797
LLG030,TANJUNG INDAH LINGGAU,102.843,-3.30792
LLG031,MUARA KATI,103.05,-3.31619
LLG032,KARANG DAPO,102.969,-2.70222
LLG033,ULU RAWAS,102.461,-2.72586
LLG034,MARGA BATU KUNING,102.815,-3.13778
LLG035,BUKIT BETON,102.8,-3.00492
LLG036,TERUSAN,102.769,-2.93783
LLG037,NOMAN,102.834,-2.81511
LLG038,BINGIN RUPIT,102.872,-2.75878
LLG039,LUBUK LINGGAU TIMUR,102.912,-3.27314
LLG040,LUBUK LINGGAU UTARA,102.865,-3.28633
LLG041,SUNGAI PINANG LAKITAN,103.32,-2.91653
LLG042,SEMANGUS,103.296,-2.97069
LLG043,MAMBANG,103.254,-3.02019
LLG044,MANDI AUR,103.169,-3.10939
LLG045,SRIANG JAYA,103.112,-3.13658
LLG047,KARANG ANYAR,102.862,-2.67097
LLG048,LUBUK KEMANG,102.817,-2.64492
LLG049,CAMPUR SARI,102.99,-2.91261
LLG050,MARGA BARU,103.101,-2.80619
LLG051,SUMBER AGUNG,102.846,-3.24169
LLG052,SUKA KARYA,103.182,-3.22189
LLG053,KARYA SAKTI,103.167,-2.94803
LLG054,SUMBER JAYA BKL ULU,102.916,-3.09456
LLG055,BUMI MAKMUR,103.028,-2.47481
LLG056,PEDANG,102.984,-3.26492
LLG057,YOS SUDARSO LINGGAU,102.881,-3.28689
LLG058,KARYA BAKTI (GUNUNG SARI),102.871,-3.29972
LLG060,MARGA MULYA,103.241,-3.25231
LLG061,JUKUNG,102.932,-3.33392
LLG062,MEDCO JENE,103.374,-3.25963
LLG063,MEGANG SAKTI 2,102.989,-3.07219
LLG064,WONOKERTO,102.926,-3.17086
LLG065,TANJUNG AGUNG LINGGAU,102.654,-2.91286
LLG066,RAHMA,102.924,-3.29712
LLG067,MATARAM TUGUMULYO,102.955,-3.16586
LLG068,DANKU,103.077,-3.043
LLG069,MARGATANI,103.163,-3.29975
LLG070,KRANIJAYA,102.905,-2.52489
LLG073,PASAR LUBUK LINGGAU,102.87,-3.292
LLG074,KARYA MULYA,102.918,-2.9532
LLG076,DARMA SAKTI,103.153,-3.17981
LLG077,SITIHARJO,102.954,-3.14147
LLG079,AIR BELITI,103.186,-3.15813
LLG080,BAMASCO,103.082,-3.08768
LLG081,SUKA MENANG,102.712,-2.90827
LLG082,DURIAN REMUK,102.982,-3.33744
LLG083,PASAR SATELIT,102.863,-3.2785
LLG084,KOTABARU BTS ULU,103.364,-3.43042
LLG085,LONSUM BELANI,103.227,-2.59073
LLG086,SUKAMANA,102.865,-3.01991
LLG087,MARGASAKTI KELINGI,103.226,-2.9619
LLG088,LUBUK LINGGAU SELATAN,102.928,-3.27615
LLG089,LESUNG BATU MUDA,102.797,-2.62786
LLG090,SUKARAMI SUMBER HARTA,102.959,-3.02117
LLG092,BATU GANE,102.694,-3.15473
LLG094,WONOREJO,103.002,-3.16559
LLG095,NGESTIBOGA,103.25,-3.35395
LLG096,TEGAL SARI,103.043,-2.8795
LLG097,BANDUNG UJUNG,102.855,-3.30302
LLG098,TABA PINGIN,102.903,-3.27489
LLG099,MARGA MULYA LINGGAU,102.922,-3.27231
LLG100,ULAK LEBAR LINGGAU,102.85,-3.29597
LLG101,LUBUK KUPANG,102.958,-3.27294
LLG102,BATU URIP,102.89,-3.2807
LLG103,GARUDA LINGGAU,102.831,-3.32126
LLG105,SUKAJADI LINGGAU,102.868,-3.29623
LLG107,RM SINGGALANG JAYA,102.95,-3.26945
LLG108,BANDARA SILAMPARI,102.911,-3.28434
LLG109,SUNGAI BAUNG,102.746,-2.634
LLG110,JAJARAN SAKTI,103.033,-2.99028
LLG111,MERDEKA NIBUNG,102.972,-2.49899
LLG112,EMBACANG BARU,102.81,-2.84931
LLG113,MEGANG SAKTI 3,103.011,-3.04568
LLG115,CIPTODADI SUKAKARYA,102.869,-3.29463
LLG116,SIMPANG PERIUK LINGGAU,102.914,-3.26804
LLG117,TUGUMUYO LINGGAU,102.933,-3.27094
LLG120,LUBUK LINGGAU BARAT,102.861,-3.29111
LLG122,TEMUAN SARI,103.322,-3.10234
LLG123,TRIMUKTI,103.356,-3.52021
LLG126,KEPUTRAAN LINGGAU,102.856,-3.2968
LLG128,KARANG KETUAN,102.94,-3.23613
LLG129,MUARA BELITI 2,103.04,-3.24972
LLG131,CEREME TABA 2,102.882,-3.29286
LLG134,JOYOBOYO 2 LINGGAU,102.863,-3.2713
LLG136,TAMAN PRIUK,102.928,-3.27166
LLG138,WARINGIN PUNCAK,102.873,-3.26985
LLG142,BIARO BARU,103.014,-2.6875
LLG144,SRIMULYO TERAWAS,102.901,-3.1226
LLG146,PEMDA MUSIRAWAS 2,103.005,-3.24572
LLG147,MUARA BELITI BARU,103.022,-3.24182
LLG149,JOGOBOYO,102.859,-3.2623
LLG150,WARINGIN JATI,102.86,-3.28538
LLG151,CEREME DALAM,102.89,-3.29038
LLG152,SEMBATU JAYA SP1,103.405,-3.17263
LLG163,TAMBANGAN,103.302,-3.31805
LLG166,DURIAN RAMPAK,102.832,-3.17413
LLG167,JADI MULYA NIBUNG,102.953,-3.06781
LLG168,JAJARAN BARU MEGANG,103.005,-2.95239
LLG169,SP1 TRANS SUBUR,103.171,-2.80626
LLG172,DESA ARINGIN,103.066,-2.65898
LLG174,RS AR BUNDA LUBUK LINGGAU,102.861,-3.29753
LLG175,MUARA MEGANG,103.066,-2.92325
LLG182,JAYALOKA 2,103.195,-3.3754
LLG183,BELITI JAYA,103.153,-2.97078
LLG184,PANGKALAN RAWAS ULU,102.643,-2.66781
LLG188,CEREME TABA,102.876,-3.29445
LLG189,MAJAPAHIT LUBUKLINGGAU,102.906,-3.27633
LLG190,KETUAN JAYA,102.943,-3.21824
LLG191,KAI LUBUK LINGGAU,102.864,-3.29324
LLG192,KALIBENING LINGGAU,102.954,-3.18407
LLG193,DESA H WUKIR SARI,102.938,-3.15917
LLG194,WATERPARK AIR TERJUN TEMAM,102.943,-3.28498
LLG195,DESA SIMPANG SEMAMBANG,103.135,-3.13489
LLG196,SIMPANG MUARA BELITI,103.04,-3.24514
LLG197,SIMAPNG MARGA BARU,103.128,-2.8053
LLG198,DESA MARGA BARU,103.205,-2.82233
LLG199,BukitLangkap,102.758,-2.9909
LLG200,SukarajaKarangJaya,102.687,-2.95427
LLG203,DESA SERIANG,103.144,-3.16496
LLG204,DesaSugiWaras,103.149,-3.2531
LLG207,Desa Bukit Ulu,102.724,-3.01335
MAB001,STO MUARA BUNGO,102.117,-1.49756
MAB002,KUAMANG KUNING,102.352,-1.61706
MAB003,MUARA BUNGO 2,102.119,-1.48
MAB004,PELEPAT,102.151,-1.68589
MAB006,RANTAU IKIL,101.761,-1.31869
MAB007,MUARA BUNGO 3,102.097,-1.54225
MAB008,SIMPANG BABEKO,102.197,-1.49008
MAB009,TANAH TOMBO,101.876,-1.436
MAB010,TANAH SEPENGGAL,101.96,-1.41186
MAB011,RANTAU PANDAN,101.941,-1.64128
MAB012,SENAMAT,102.128,-1.61622
MAB013,SUNGAI BINJAI,102.097,-1.42322
MAB014,PELEPAT ILIR,102.223,-1.60778
MAB015,MUKO MUKO BATHIN VII,102.05,-1.52342
MAB016,LIMBUR LUBUK MANGKUAN,101.703,-1.54844
MAB018,PT SAL II,102.283,-1.69789
MAB019,SIMPANG KEMINI,102.296,-1.48189
MAB020,PELAYANG,101.831,-1.37611
MAB021,RANTAU EMBACANG,101.909,-1.37706
MAB022,PASIR PUTIH BUNGO,102.105,-1.49733
MAB023,BUNGO BARAT,102.115,-1.48521
MAB024,PT. JAMIKA,101.751,-1.44803
MAB025,PEMDA MUARO BUNGO,102.114,-1.51594
MAB026,TEPI DANAU,102.133,-1.49086
MAB027,KUAMANG JAYA,102.289,-1.59989
MAB028,LINTAS JAYA,102.193,-1.72289
MAB029,JUJUHAN ILIR,101.865,-1.23803
MAB030,TANJUNG MENANTI,102.167,-1.47267
MAB031,KUAMANG,101.911,-1.14033
MAB032,TEBING TINGGI JAMBI,102.006,-1.59233
MAB033,SIMPANG BUNGO,102.123,-1.46667
MAB034,UNIT 5 BUNGO,102.418,-1.67656
MAB035,BUNGO DANI,102.08,-1.49069
MAB036,RANTAU KELOYANG,102.14,-1.71871
MAB037,LINGGA KUAMANG,102.413,-1.63044
MAB038,AIR GEMURUH,102.07,-1.43942
MAB039,MUARA BUAT,101.878,-1.67641
MAB040,BTN LINTAS ASRI,102.093,-1.50706
MAB041,LUBUK BESAR BUNGO,101.558,-1.51819
MAB043,CILODANG,102.334,-1.68069
MAB044,JUJUHAN,101.796,-1.36067
MAB045,RANTAU DUKU,101.974,-1.61397
MAB046,BENIT,102.109,-1.57648
MAB047,TENAM,101.92,-1.41708
MAB048,PULAU BATU,101.9,-1.22418
MAB049,SEPUNGGUR,102.264,-1.5181
MAB051,RIO RANTAU PANJANG,101.821,-1.27889
MAB052,KUNING GADING,102.313,-1.59506
MAB053,GRAPARI BUNGO,102.111,-1.49541
MAB054,PULAU JELMU,101.75,-1.3495
MAB055,WANAREJA,102.023,-1.2402
MAB056,SUMBERSARI,102.125,-1.22848
MAB057,SENAMAT 2,102.135,-1.63904
MAB058,RSUD BUNGO,102.109,-1.50087
MAB059,SEMANGGI BARU,102.123,-1.49448
MAB060,BUNGO TAMAN AGUNG,102.116,-1.47288
MAB061,BUKITSARI SITIUNG,101.874,-1.16172
MAB062,KUAMANG KUNING 2,102.349,-1.6308
MAB063,DANAU BULUH,102.126,-1.48476
MAB065,TAMAN SISWA,102.129,-1.45346
MAB066,CADIKA BUNGO,102.129,-1.49959
MAB067,RM TAHER BUNGO,102.129,-1.51337
MAB068,LEBAI HASAN,102.105,-1.4874
MAB069,DURIAN PUNTI BUNGO,102.095,-1.48873
MAB070,SIMPANG AKPER,102.102,-1.51173
MAB071,ASKES BUNGO,102.113,-1.5077
MAB072,DARMA BAKTI BUNGO,102.113,-1.49685
MAB073,LILIN SEPENGGAL,101.956,-1.38762
MAB074,SEI MENGKUANG,102.103,-1.52667
MAB075,PT SAL,102.31,-1.65118
MAB077,DUSUN JUMBAK,101.853,-1.26424
MAB078,SEKAR MENGKUANG,101.695,-1.50414
MAB079,PT BINA MITRA MAKMUR,102.24,-1.4937
MAB080,SUMBER HARAPAN,102.381,-1.61368
MAB081,PUSAT JALO,102.032,-1.55617
MAB083,SUNGAI JERING,101.925,-2.13755
MAB084,BANDARA BUNGO,102.171,-1.54906
MAB088,DIPONEGORO BUNGO,102.119,-1.50367
MAB089,CEMPAKA BUNGO,102.109,-1.48295
MAB090,TALANG PANTAI,102.099,-1.49622
MAB091,RANKAYO HITAM,102.128,-1.50644
MAB092,PERUMNAS MUARA BUNGO,102.132,-1.51801
MAB093,PERMATA BUNGO PLAZA INDOOR,102.115,-1.48586
MAB094,RSUD BUNGO INDOOR,102.114,-1.50448
MAB096,LP BUNGO,102.1,-1.50503
MAB097,BTN LINTAS ASRI 2,102.084,-1.50726
MAB098,PURWOBAKTI BUNGO,102.104,-1.46807
MAB100,GOR SERUNAI BUNGO,102.099,-1.51727
MAB101,CADIKA 2 BUNGO,102.133,-1.50227
MAB103,TALENTAM,101.926,-1.48233
MAB104,TELUK PANDAK,102.025,-1.39861
MAB105,LUBUK BENTENG BATHIN3,102.046,-1.4283
MAB106,UNIT6 KUAMANG KUNING,102.443,-1.6771
MAB107,DUSUN BEDARO,102.003,-1.55592
MAB108,DESA PENINJAU,101.845,-1.43859
MAB110,SUNGAI BULUH,102.148,-1.5198
MAB111,HOTEL AMARIS BUNGO,102.119,-1.48857
MAB112,GAPURA SUCI,102.292,-1.70489
MAB113,SUNGAI IPUH,101.678,-1.57416
MAB115,LIMBUR BARU,101.644,-1.54532
MAB117,PERUMNAS BUNGO 2,102.124,-1.51538
MAB118,TANJUNG BELIT,101.723,-1.386
MAB120,KUAMANG KUNING 3,102.346,-1.6158
MAB121,UNIT 19 KUAMANG,102.307,-1.61753
MAB122,TIRTA MULYA PELEPAT ILIR,102.44,-1.64592
MAB123,KUAMANG KUNING 4,102.348,-1.6159
MAB124,PASAR LUBUK BUNGO,101.95,-1.4091
MAB125,SAPTA MULIA,102.127,-1.4066
MAB126,BANGUN HARJO,102.333,-1.57884
MAB127,MULYA JAYA PELEPAT,102.275,-1.72189
MAB128,TANAH TUMBUH,101.867,-1.45602
MAB130,Tenam2,101.905,-1.42723
MAB131,Rejo Sari,102.362,-1.68736
MBN001,BAJUBANG,103.334,-1.77772
